APMC,Commodity,Year,Count
arvi,pigeon pea tur,2015,8
arvi,pigeon pea tur,2016,7
arvi,soybean,2014,3
arvi,soybean,2015,11
arvi,soybean,2016,9
arvi,wheathusked,2015,1
ashti jalna,bajri,2015,3
ashti jalna,bajri,2016,3
ashti jalna,gram,2015,2
ashti jalna,gram,2016,2
ashti jalna,green gram,2015,3
ashti jalna,green gram,2016,2
ashti jalna,jaggery,2015,1
ashti jalna,maize,2015,1
ashti jalna,pigeon pea tur,2015,2
ashti jalna,pigeon pea tur,2016,2
ashti jalna,sesamum,2015,1
ashti jalna,sorgumjawar,2015,3
ashti jalna,sorgumjawar,2016,3
ashti jalna,soybean,2015,3
ashti jalna,soybean,2016,1
ashti jalna,wheathusked,2015,3
ashti jalna,wheathusked,2016,1
ashti wardha,cotton,2015,4
ashti wardha,cotton,2016,6
ashti wardha,soybean,2016,1
ashtikaranja,gram,2015,2
ashtikaranja,gram,2016,6
ashtikaranja,pigeon pea tur,2015,3
ashtikaranja,pigeon pea tur,2016,6
ashtikaranja,soybean,2014,1
ashtikaranja,soybean,2015,5
ashtikaranja,soybean,2016,9
ashtikaranja,wheathusked,2015,4
ashtikaranja,wheathusked,2016,5
atpadi,bajri,2014,3
atpadi,bajri,2016,3
atpadi,cotton,2014,2
atpadi,cotton,2015,2
atpadi,goats,2016,1
atpadi,gram,2014,1
atpadi,gram,2015,1
atpadi,ground nut pods dry,2016,1
atpadi,maize,2015,5
atpadi,maize,2016,6
atpadi,pomegranate,2014,4
atpadi,pomegranate,2015,8
atpadi,pomegranate,2016,11
atpadi,sorgumjawar,2014,4
atpadi,sorgumjawar,2015,6
atpadi,sorgumjawar,2016,6
aurad shahajani,gram,2015,1
aurad shahajani,gram,2016,7
aurad shahajani,green gram,2015,1
aurad shahajani,green gram,2016,2
aurad shahajani,pigeon pea tur,2015,1
aurad shahajani,pigeon pea tur,2016,7
aurad shahajani,safflower,2016,1
aurad shahajani,sorgumjawar,2015,1
aurad shahajani,sorgumjawar,2016,3
aurad shahajani,soybean,2015,1
aurad shahajani,soybean,2016,8
aurad shahajani,wheathusked,2015,1
aurad shahajani,wheathusked,2016,1
aurangabad,apple,2014,4
aurangabad,apple,2015,5
aurangabad,apple,2016,7
aurangabad,awala,2014,4
aurangabad,awala,2015,6
aurangabad,awala,2016,5
aurangabad,bajri,2014,2
aurangabad,bajri,2015,1
aurangabad,bajri,2016,1
aurangabad,banana,2014,2
aurangabad,banana,2015,5
aurangabad,banana,2016,1
aurangabad,bitter gourd,2014,4
aurangabad,bitter gourd,2015,12
aurangabad,bitter gourd,2016,11
aurangabad,bor,2014,3
aurangabad,bor,2015,6
aurangabad,bor,2016,4
aurangabad,bottle gourd,2014,4
aurangabad,bottle gourd,2015,12
aurangabad,bottle gourd,2016,11
aurangabad,brinjal,2014,4
aurangabad,brinjal,2015,12
aurangabad,brinjal,2016,11
aurangabad,cabbage,2014,4
aurangabad,cabbage,2015,12
aurangabad,cabbage,2016,11
aurangabad,capsicum,2014,4
aurangabad,capsicum,2015,12
aurangabad,capsicum,2016,11
aurangabad,carrot,2014,2
aurangabad,carrot,2015,8
aurangabad,carrot,2016,10
aurangabad,chavli shenga ,2014,4
aurangabad,chavli shenga ,2015,8
aurangabad,chavli shenga ,2016,9
aurangabad,chikoo,2014,3
aurangabad,chikoo,2015,10
aurangabad,chikoo,2016,10
aurangabad,cluster bean,2014,4
aurangabad,cluster bean,2015,12
aurangabad,cluster bean,2016,11
aurangabad,coriander ,2016,1
aurangabad,coriander  ,2014,1
aurangabad,coriander  ,2015,5
aurangabad,coriander  ,2016,5
aurangabad,cotton,2014,2
aurangabad,cotton,2015,1
aurangabad,cucumber,2014,4
aurangabad,cucumber,2015,12
aurangabad,cucumber,2016,11
aurangabad,custard apple,2014,4
aurangabad,custard apple,2015,5
aurangabad,custard apple,2016,3
aurangabad,dhemse,2016,3
aurangabad,fig,2014,3
aurangabad,fig,2015,9
aurangabad,fig,2016,8
aurangabad,flower,2014,4
aurangabad,flower,2015,12
aurangabad,flower,2016,11
aurangabad,garlic,2014,4
aurangabad,garlic,2015,12
aurangabad,garlic,2016,11
aurangabad,ginger fresh,2014,4
aurangabad,ginger fresh,2015,12
aurangabad,ginger fresh,2016,11
aurangabad,gram,2014,2
aurangabad,grapes,2014,2
aurangabad,grapes,2015,7
aurangabad,grapes,2016,4
aurangabad,green chilli,2014,4
aurangabad,green chilli,2015,12
aurangabad,green chilli,2016,11
aurangabad,greenpeas,2014,2
aurangabad,greenpeas,2015,3
aurangabad,greenpeas,2016,1
aurangabad,ground nut pods dry,2015,4
aurangabad,ground nut pods dry,2016,5
aurangabad,guava,2014,4
aurangabad,guava,2015,7
aurangabad,guava,2016,4
aurangabad,jambhul,2015,2
aurangabad,jambhul,2016,2
aurangabad,kharbuj,2014,1
aurangabad,kharbuj,2015,4
aurangabad,kharbuj,2016,6
aurangabad,ladies finger,2014,4
aurangabad,ladies finger,2015,12
aurangabad,ladies finger,2016,11
aurangabad,lemon,2014,4
aurangabad,lemon,2015,12
aurangabad,lemon,2016,11
aurangabad,maize,2014,2
aurangabad,maize,2015,1
aurangabad,maizecorn,2014,3
aurangabad,maizecorn,2015,8
aurangabad,maizecorn,2016,8
aurangabad,mango,2015,4
aurangabad,mango,2016,5
aurangabad,mangoraw,2015,5
aurangabad,mangoraw,2016,7
aurangabad,math bhaji,2014,4
aurangabad,math bhaji,2015,5
aurangabad,math bhaji,2016,3
aurangabad,melon,2014,2
aurangabad,melon,2015,4
aurangabad,melon,2016,2
aurangabad,mosambi,2014,4
aurangabad,mosambi,2015,12
aurangabad,mosambi,2016,11
aurangabad,onion,2014,4
aurangabad,onion,2015,12
aurangabad,onion,2016,11
aurangabad,orange,2014,2
aurangabad,orange,2015,8
aurangabad,orange,2016,7
aurangabad,papai,2014,4
aurangabad,papai,2015,12
aurangabad,papai,2016,11
aurangabad,pigeon pea tur,2014,1
aurangabad,pigeon pea tur,2015,1
aurangabad,pomegranate,2014,4
aurangabad,pomegranate,2015,12
aurangabad,pomegranate,2016,11
aurangabad,potato,2014,4
aurangabad,potato,2015,12
aurangabad,potato,2016,11
aurangabad,ridge gourd,2016,1
aurangabad,shevga,2014,4
aurangabad,shevga,2015,12
aurangabad,shevga,2016,11
aurangabad,sorgumjawar,2014,2
aurangabad,sorgumjawar,2015,1
aurangabad,sorgumjawar,2016,1
aurangabad,soybean,2014,2
aurangabad,spinach,2014,2
aurangabad,spinach,2015,2
aurangabad,spinach,2016,4
aurangabad,squash gourd,2016,2
aurangabad,sweet potato,2014,3
aurangabad,sweet potato,2015,5
aurangabad,sweet potato,2016,4
aurangabad,tamarind,2014,1
aurangabad,tamarind,2015,3
aurangabad,tamarind,2016,2
aurangabad,tomato,2014,4
aurangabad,tomato,2015,12
aurangabad,tomato,2016,10
aurangabad,wal bhaji,2014,4
aurangabad,wal bhaji,2015,11
aurangabad,wal bhaji,2016,9
aurangabad,wheathusked,2014,2
aurangabad,wheathusked,2015,1
aurangabad,wheathusked,2016,1
aurangabad,zendu,2014,1
aurangabad,zendu,2015,1
aurangabad,zendu,2016,1
ausa,bajri,2014,2
ausa,bajri,2015,3
ausa,bajri,2016,7
ausa,black gram,2014,4
ausa,black gram,2015,5
ausa,black gram,2016,4
ausa,castor seed,2015,2
ausa,coriander dry,2014,3
ausa,coriander dry,2015,6
ausa,coriander dry,2016,3
ausa,gram,2014,4
ausa,gram,2015,12
ausa,gram,2016,11
ausa,green gram,2014,4
ausa,green gram,2015,8
ausa,green gram,2016,4
ausa,ground nut pods dry,2014,4
ausa,ground nut pods dry,2015,5
ausa,ground nut pods dry,2016,1
ausa,jaggery,2014,1
ausa,jaggery,2015,4
ausa,jaggery,2016,2
ausa,linseed,2015,3
ausa,maize,2014,3
ausa,maize,2015,9
ausa,maize,2016,10
ausa,mustard,2014,1
ausa,mustard,2015,4
ausa,nigerseed,2014,2
ausa,paddyunhusked,2014,3
ausa,paddyunhusked,2015,6
ausa,paddyunhusked,2016,3
ausa,pigeon pea tur,2014,4
ausa,pigeon pea tur,2015,12
ausa,pigeon pea tur,2016,11
ausa,safflower,2014,4
ausa,safflower,2015,12
ausa,safflower,2016,10
ausa,sesamum,2014,3
ausa,sesamum,2015,3
ausa,sorgumjawar,2014,4
ausa,sorgumjawar,2015,12
ausa,sorgumjawar,2016,11
ausa,soybean,2014,4
ausa,soybean,2015,12
ausa,soybean,2016,11
ausa,sunflower,2014,4
ausa,sunflower,2015,12
ausa,sunflower,2016,11
ausa,tamarind,2015,3
ausa,tamarind,2016,3
ausa,wheathusked,2014,4
ausa,wheathusked,2015,12
ausa,wheathusked,2016,8
ausa,wheatunhusked,2014,1
babhulgaon,cotton,2015,1
babhulgaon,cotton,2016,1
babhulgaon,gram,2014,3
babhulgaon,gram,2015,5
babhulgaon,gram,2016,6
babhulgaon,pigeon pea tur,2014,1
babhulgaon,pigeon pea tur,2015,9
babhulgaon,pigeon pea tur,2016,11
babhulgaon,soybean,2014,3
babhulgaon,soybean,2015,12
babhulgaon,soybean,2016,11
balapur,bajri,2015,4
balapur,black gram,2015,11
balapur,black gram,2016,10
balapur,gram,2015,12
balapur,gram,2016,11
balapur,green gram,2015,12
balapur,green gram,2016,11
balapur,maize,2015,1
balapur,other cereals,2015,2
balapur,pigeon pea tur,2015,12
balapur,pigeon pea tur,2016,11
balapur,sesamum,2015,3
balapur,sesamum,2016,2
balapur,sorgumjawar,2015,12
balapur,sorgumjawar,2016,11
balapur,soybean,2015,12
balapur,soybean,2016,11
balapur,sunflower,2016,1
balapur,wheathusked,2015,12
balapur,wheathusked,2016,11
baramati,bajri,2014,4
baramati,bajri,2015,9
baramati,bajri,2016,11
baramati,banana,2014,1
baramati,banana,2015,1
baramati,gram,2014,4
baramati,gram,2015,8
baramati,gram,2016,11
baramati,green gram,2014,1
baramati,green gram,2016,2
baramati,ground nut pods dry,2014,3
baramati,ground nut pods dry,2015,9
baramati,ground nut pods dry,2016,9
baramati,jaggery,2014,3
baramati,jaggery,2015,11
baramati,jaggery,2016,11
baramati,maize,2014,3
baramati,maize,2015,11
baramati,maize,2016,11
baramati,onion,2014,4
baramati,onion,2015,10
baramati,onion,2016,10
baramati,pigeon pea tur,2015,3
baramati,pigeon pea tur,2016,6
baramati,ricepaddyhus,2016,1
baramati,safflower,2015,3
baramati,safflower,2016,2
baramati,sorgumjawar,2014,4
baramati,sorgumjawar,2015,9
baramati,sorgumjawar,2016,11
baramati,soybean,2014,3
baramati,soybean,2015,10
baramati,soybean,2016,8
baramati,sunflower,2014,3
baramati,sunflower,2015,9
baramati,sunflower,2016,6
baramati,wheathusked,2014,4
baramati,wheathusked,2015,9
baramati,wheathusked,2016,11
baramati,wheatunhusked,2016,6
barshi,bajri,2014,4
barshi,bajri,2015,12
barshi,bajri,2016,11
barshi,bitter gourd,2014,4
barshi,bitter gourd,2015,12
barshi,bitter gourd,2016,9
barshi,black gram,2014,4
barshi,black gram,2015,12
barshi,black gram,2016,11
barshi,bor,2014,3
barshi,bor,2015,5
barshi,bor,2016,3
barshi,bottle gourd,2016,2
barshi,brinjal,2014,4
barshi,brinjal,2015,12
barshi,brinjal,2016,11
barshi,cabbage,2014,4
barshi,cabbage,2015,12
barshi,cabbage,2016,11
barshi,capsicum,2014,4
barshi,capsicum,2015,12
barshi,capsicum,2016,11
barshi,carrot,2014,1
barshi,castor seed,2014,1
barshi,castor seed,2015,4
barshi,castor seed,2016,2
barshi,chikoo,2014,4
barshi,chikoo,2015,10
barshi,chikoo,2016,8
barshi,chilliesred,2016,2
barshi,cluster bean,2014,4
barshi,cluster bean,2015,12
barshi,cluster bean,2016,11
barshi,coriander ,2016,1
barshi,coriander  ,2014,2
barshi,coriander  ,2015,8
barshi,coriander  ,2016,9
barshi,coriander dry,2014,4
barshi,coriander dry,2015,8
barshi,coriander dry,2016,7
barshi,cowpea,2016,4
barshi,cucumber,2014,4
barshi,cucumber,2015,12
barshi,cucumber,2016,11
barshi,custard apple,2014,2
barshi,custard apple,2015,1
barshi,custard apple,2016,2
barshi,flower,2014,4
barshi,flower,2015,12
barshi,flower,2016,11
barshi,fodder,2014,4
barshi,fodder,2015,12
barshi,fodder,2016,11
barshi,garlic,2016,1
barshi,ghevda,2014,3
barshi,ghevda,2015,1
barshi,ghevda,2016,6
barshi,gram,2014,4
barshi,gram,2015,12
barshi,gram,2016,11
barshi,grapes,2015,4
barshi,grapes,2016,2
barshi,green chilli,2014,4
barshi,green chilli,2015,12
barshi,green chilli,2016,11
barshi,green gram,2014,4
barshi,green gram,2015,12
barshi,green gram,2016,10
barshi,ground nut pods dry,2014,3
barshi,ground nut pods dry,2015,5
barshi,ground nut pods dry,2016,2
barshi,guava,2014,2
barshi,guava,2015,1
barshi,harbarabhaji,2016,1
barshi,jaggery,2014,1
barshi,jaggery,2015,6
barshi,jambhul,2015,1
barshi,kanda pat,2014,1
barshi,kanda pat,2015,9
barshi,kanda pat,2016,6
barshi,kharbuj,2014,2
barshi,kharbuj,2015,6
barshi,kharbuj,2016,6
barshi,ladies finger,2014,4
barshi,ladies finger,2015,12
barshi,ladies finger,2016,11
barshi,lemon,2014,4
barshi,lemon,2015,12
barshi,lemon,2016,11
barshi,maize,2014,4
barshi,maize,2015,12
barshi,maize,2016,11
barshi,mango,2015,2
barshi,mango,2016,4
barshi,matki,2014,3
barshi,matki,2015,2
barshi,matki,2016,3
barshi,methi bhaji,2014,2
barshi,methi bhaji,2015,9
barshi,methi bhaji,2016,8
barshi,mosambi,2014,3
barshi,mosambi,2015,7
barshi,mosambi,2016,3
barshi,mustard,2014,1
barshi,mustard,2015,3
barshi,neemseed,2015,3
barshi,neemseed,2016,2
barshi,onion,2014,3
barshi,onion,2015,11
barshi,onion,2016,8
barshi,other cereals,2014,1
barshi,other cereals,2015,1
barshi,other cereals,2016,5
barshi,other pulses,2014,4
barshi,other pulses,2015,11
barshi,other pulses,2016,7
barshi,paddyunhusked,2014,4
barshi,paddyunhusked,2015,12
barshi,paddyunhusked,2016,11
barshi,pigeon pea tur,2014,4
barshi,pigeon pea tur,2015,12
barshi,pigeon pea tur,2016,11
barshi,pomegranate,2014,4
barshi,pomegranate,2015,10
barshi,pomegranate,2016,10
barshi,potato,2015,2
barshi,raddish,2015,2
barshi,raddish,2016,2
barshi,rajgira,2015,1
barshi,rala,2015,1
barshi,rala,2016,1
barshi,ricepaddyhus,2014,1
barshi,ricepaddyhus,2016,1
barshi,ridge gourd,2014,4
barshi,ridge gourd,2015,12
barshi,safflower,2015,3
barshi,safflower,2016,5
barshi,sesamum,2014,3
barshi,sesamum,2015,2
barshi,sesamum,2016,2
barshi,shepu,2014,3
barshi,shepu,2015,6
barshi,shepu,2016,10
barshi,shevga,2014,1
barshi,shevga,2015,2
barshi,shevga,2016,7
barshi,small gourd,2016,1
barshi,sorgumjawar,2014,4
barshi,sorgumjawar,2015,12
barshi,sorgumjawar,2016,11
barshi,soybean,2014,3
barshi,soybean,2015,1
barshi,soybean,2016,3
barshi,spinach,2014,3
barshi,spinach,2015,11
barshi,spinach,2016,10
barshi,squash gourd,2015,2
barshi,squash gourd,2016,11
barshi,sunflower,2014,3
barshi,sunflower,2015,5
barshi,sunflower,2016,3
barshi,tamarind,2014,2
barshi,tamarind,2015,9
barshi,tamarind,2016,7
barshi,tamarind seed,2015,8
barshi,tamarind seed,2016,7
barshi,tomato,2014,4
barshi,tomato,2015,12
barshi,tomato,2016,11
barshi,turmeric,2014,4
barshi,turmeric,2015,12
barshi,turmeric,2016,11
barshi,water melon,2014,1
barshi,water melon,2015,9
barshi,water melon,2016,10
barshi,wheathusked,2014,4
barshi,wheathusked,2015,12
barshi,wheathusked,2016,11
barshi,wheatunhusked,2014,2
barshi,wheatunhusked,2015,9
barshi,wheatunhusked,2016,1
barshi takli,cotton,2015,2
barshi takli,cotton,2016,4
barshivairag,bajri,2015,1
barshivairag,bajri,2016,1
barshivairag,black gram,2014,4
barshivairag,black gram,2015,5
barshivairag,black gram,2016,5
barshivairag,gram,2014,4
barshivairag,gram,2015,11
barshivairag,gram,2016,10
barshivairag,green gram,2014,3
barshivairag,green gram,2015,5
barshivairag,green gram,2016,4
barshivairag,ground nut pods dry,2014,4
barshivairag,ground nut pods dry,2015,12
barshivairag,ground nut pods dry,2016,10
barshivairag,maize,2014,4
barshivairag,maize,2015,10
barshivairag,maize,2016,10
barshivairag,matki,2016,1
barshivairag,other pulses,2014,1
barshivairag,paddyunhusked,2014,1
barshivairag,paddyunhusked,2015,1
barshivairag,paddyunhusked,2016,1
barshivairag,pigeon pea tur,2014,4
barshivairag,pigeon pea tur,2015,8
barshivairag,pigeon pea tur,2016,8
barshivairag,safflower,2014,1
barshivairag,safflower,2015,1
barshivairag,safflower,2016,7
barshivairag,sorgumjawar,2014,4
barshivairag,sorgumjawar,2015,12
barshivairag,sorgumjawar,2016,10
barshivairag,soybean,2014,4
barshivairag,soybean,2015,8
barshivairag,soybean,2016,10
barshivairag,sunflower,2014,2
barshivairag,sunflower,2015,4
barshivairag,sunflower,2016,4
barshivairag,wheathusked,2014,4
barshivairag,wheathusked,2015,11
barshivairag,wheathusked,2016,10
barshivairag,wheatunhusked,2016,1
basmat,black gram,2015,3
basmat,black gram,2016,1
basmat,castor seed,2015,3
basmat,cotton,2014,2
basmat,cotton,2015,5
basmat,cotton,2016,1
basmat,gram,2014,1
basmat,gram,2015,5
basmat,gram,2016,5
basmat,green gram,2014,2
basmat,green gram,2015,3
basmat,green gram,2016,3
basmat,ground nut pods dry,2014,3
basmat,ground nut pods dry,2015,4
basmat,pigeon pea tur,2015,7
basmat,pigeon pea tur,2016,5
basmat,sesamum,2015,1
basmat,sorgumjawar,2014,1
basmat,sorgumjawar,2015,1
basmat,sorgumjawar,2016,3
basmat,soybean,2014,3
basmat,soybean,2015,10
basmat,soybean,2016,8
basmat,sunflower,2015,1
basmat,turmeric,2014,4
basmat,turmeric,2015,12
basmat,turmeric,2016,11
basmat,wheathusked,2014,1
basmat,wheathusked,2015,7
basmat kurunda,black gram,2016,1
basmat kurunda,soybean,2016,3
basmat kurunda,turmeric,2016,5
beed,bajri,2014,4
beed,bajri,2015,11
beed,bajri,2016,11
beed,black gram,2014,3
beed,black gram,2015,7
beed,black gram,2016,5
beed,coriander dry,2014,2
beed,gram,2014,1
beed,gram,2015,9
beed,gram,2016,11
beed,green gram,2014,4
beed,green gram,2015,7
beed,green gram,2016,3
beed,maize,2014,3
beed,maize,2015,6
beed,maize,2016,10
beed,pigeon pea tur,2014,1
beed,pigeon pea tur,2015,8
beed,pigeon pea tur,2016,10
beed,sesamum,2014,3
beed,sesamum,2015,4
beed,sesamum,2016,1
beed,sorgumjawar,2014,4
beed,sorgumjawar,2015,11
beed,sorgumjawar,2016,11
beed,soybean,2014,4
beed,soybean,2015,11
beed,soybean,2016,11
beed,wheathusked,2014,4
beed,wheathusked,2015,11
beed,wheathusked,2016,11
bhadrawati,cotton,2016,1
bhadrawati,soybean,2015,2
bhandara,black gram,2016,3
bhandara,castor seed,2016,1
bhandara,coriander dry,2015,1
bhandara,coriander dry,2016,8
bhandara,gram,2014,3
bhandara,gram,2015,6
bhandara,gram,2016,11
bhandara,green gram,2014,2
bhandara,green gram,2015,3
bhandara,green gram,2016,7
bhandara,green peas dry,2015,1
bhandara,green peas dry,2016,4
bhandara,indian bean,2015,1
bhandara,indian bean,2016,6
bhandara,lentil,2016,1
bhandara,linseed,2015,1
bhandara,linseed,2016,5
bhandara,mustard,2016,1
bhandara,other cereals,2015,4
bhandara,other cereals,2016,10
bhandara,paddyunhusked,2016,1
bhandara,pigeon pea tur,2014,1
bhandara,pigeon pea tur,2015,1
bhandara,pigeon pea tur,2016,8
bhandara,ricepaddyhus,2014,3
bhandara,ricepaddyhus,2015,6
bhandara,ricepaddyhus,2016,11
bhandara,soybean,2014,3
bhandara,soybean,2015,5
bhandara,soybean,2016,8
bhandara,wheathusked,2014,3
bhandara,wheathusked,2015,6
bhandara,wheathusked,2016,11
bhivandi,male goat,2014,2
bhivandi,male goat,2015,2
bhivandi,male goat,2016,4
bhivandi,onion,2014,4
bhivandi,onion,2015,11
bhivandi,onion,2016,7
bhivandi,other vegetables,2014,4
bhivandi,other vegetables,2015,12
bhivandi,other vegetables,2016,7
bhivandi,potato,2014,4
bhivandi,potato,2015,11
bhivandi,potato,2016,7
bhivandi,ricepaddyhus,2014,4
bhivandi,ricepaddyhus,2015,12
bhivandi,ricepaddyhus,2016,11
bhivandi,wheathusked,2014,4
bhivandi,wheathusked,2015,12
bhivandi,wheathusked,2016,11
bhiwapur,chilliesred,2014,4
bhiwapur,chilliesred,2015,12
bhiwapur,chilliesred,2016,11
bhiwapur,coriander dry,2015,1
bhiwapur,coriander dry,2016,2
bhiwapur,cotton,2014,3
bhiwapur,cotton,2015,9
bhiwapur,cotton,2016,6
bhiwapur,gram,2015,6
bhiwapur,gram,2016,5
bhiwapur,green chilli,2014,1
bhiwapur,green chilli,2015,5
bhiwapur,green chilli,2016,3
bhiwapur,green gram,2015,3
bhiwapur,green gram,2016,5
bhiwapur,green peas dry,2016,1
bhiwapur,linseed,2015,1
bhiwapur,linseed,2016,3
bhiwapur,mustard,2016,1
bhiwapur,orange,2014,1
bhiwapur,orange,2015,1
bhiwapur,orange,2016,1
bhiwapur,paddyunhusked,2014,4
bhiwapur,paddyunhusked,2015,12
bhiwapur,paddyunhusked,2016,11
bhiwapur,pigeon pea tur,2015,4
bhiwapur,pigeon pea tur,2016,6
bhiwapur,soybean,2014,3
bhiwapur,soybean,2015,10
bhiwapur,soybean,2016,9
bhiwapur,wheathusked,2014,1
bhiwapur,wheathusked,2015,4
bhiwapur,wheathusked,2016,4
bhokar,bajri,2014,1
bhokar,bajri,2015,1
bhokar,black gram,2014,4
bhokar,black gram,2015,8
bhokar,black gram,2016,7
bhokar,castor seed,2015,1
bhokar,cotton,2014,3
bhokar,cotton,2015,10
bhokar,cotton,2016,7
bhokar,gram,2014,2
bhokar,gram,2015,12
bhokar,gram,2016,10
bhokar,green gram,2014,4
bhokar,green gram,2015,11
bhokar,green gram,2016,4
bhokar,ground nut pods dry,2014,1
bhokar,ground nut pods dry,2015,3
bhokar,ground nut pods dry,2016,2
bhokar,linseed,2014,1
bhokar,maize,2015,1
bhokar,maize,2016,7
bhokar,pigeon pea tur,2014,3
bhokar,pigeon pea tur,2015,12
bhokar,pigeon pea tur,2016,11
bhokar,ricepaddyhus,2015,6
bhokar,ricepaddyhus,2016,5
bhokar,sesamum,2014,4
bhokar,sesamum,2015,12
bhokar,sesamum,2016,11
bhokar,sorgumjawar,2014,4
bhokar,sorgumjawar,2015,8
bhokar,sorgumjawar,2016,11
bhokar,soybean,2014,4
bhokar,soybean,2015,12
